/data/dataset/coin/raw_videos/88/gn7jaW6fRKA,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[0.0037032206698010364, 0.051764506846666336, 0.08086709926525752, 0.0403710442284743, 0.04172651469707489, 0.04060894747575124, 0.12760105232397714, 0.11333254724740982, 0.04841174309452375, 0.07530744497974713, 0.0689116617043813, 0.11400000999371211, 0.022707605734467506, 0.06951433171828587, 0.09021399915218353, 0.010958283518751463]","[88, 91, 51, 100, 50]",88
/data/dataset/coin/raw_videos/0/XmP0l_r7bBU,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[0.17302657663822174, 0.0747491791844368, 0.028842395171523094, 0.034443153689304985, 0.04577976341048876, 0.03215759557982286, 0.05471350625157356, 0.04706059085826079, 0.04601547370354334, 0.04660325435300668, 0.04960187152028084, 0.05540495117505392, 0.06826807682712872, 0.056326527148485184, 0.08297770222028096, 0.10402939468622208]","[0, 62, 118, 173, 169]",0
/data/dataset/coin/raw_videos/146/YLNjq3aiiyw,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[0.01905721426010132, 0.021892992158730824, 0.1965047468741735, 0.18288554251194, 0.08140796919663747, 0.06247481827934583, 0.03914895529548327, 0.031216522057851154, 0.05305720679461956, 0.026428783933321636, 0.03871422881881396, 0.04204552744825681, 0.032706000531713166, 0.03258653792242209, 0.11689247190952301, 0.022980488215883572]","[146, 145, 131, 101, 144]",146
/data/dataset/coin/raw_videos/130/DqfwuDq3B84,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[0.010785442776978016, 0.11795821785926819, 0.04321347922086716, 0.027146469180782635, 0.03060459904372692, 0.18167212357123694, 0.030043309554457664, 0.09939952443043391, 0.06823703522483508, 0.08468408137559891, 0.0775915098687013, 0.04533076783021291, 0.027117775132258732, 0.04106315225362778, 0.10436532398064931, 0.010787197388708591]","[130, 44, 73, 41, 4]",130
/data/dataset/coin/raw_videos/143/HLWLZYbFDJc,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[0.035793341075380646, 0.062336829801400505, 0.06889506926139195, 0.06468585878610611, 0.08786653727293015, 0.06918592502673467, 0.10473800450563431, 0.12629381318887076, 0.050736705462137856, 0.04580376856029034, 0.04726411588490009, 0.04266458253065745, 0.05316932126879692, 0.0640558327237765, 0.038806421061356865, 0.03770387607316176]","[57, 143, 133, 128, 70]",143
/data/dataset/coin/raw_videos/82/T9E8xEvvGEA,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[0.035683839271465935, 0.27036825319131214, 0.0336178702612718, 0.030191402261455853, 0.10328254600365956, 0.030301601936419804, 0.10661739359299342, 0.1256980150938034, 0.040064889937639236, 0.032984250535567604, 0.028846289962530136, 0.02633134461939335, 0.035562517742315926, 0.04524701461195946, 0.013883900207777819, 0.04131887977321943]","[82, 86, 105, 169, 80]",82
/data/dataset/coin/raw_videos/48/PFCTsYFOfwM,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[0.005618454267581304, 0.037227481603622437, 0.05942865088582039, 0.09229260683059692, 0.08165076623360316, 0.08089745044708252, 0.05660850182175636, 0.05868841956059138, 0.042285593847433724, 0.09520771106084187, 0.08478787541389465, 0.08632224549849828, 0.08341760685046513, 0.05854421233137449, 0.07245256503423055, 0.004569852724671364]","[52, 156, 108, 6, 48]",48
/data/dataset/coin/raw_videos/1/OKdQybsbpK0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[0.03549319816132387, 0.07574489961067836, 0.04661328842242559, 0.05063582087556521, 0.0477151225010554, 0.05935189872980118, 0.10119521617889404, 0.09059738616148631, 0.03527690346042315, 0.059565735359986625, 0.04138915489117304, 0.0484806913882494, 0.114174984395504, 0.03720793624718984, 0.05853629857301712, 0.09802147249380748]","[1, 163, 70, 69, 127]",1
/data/dataset/coin/raw_videos/141/0b6joFdBwUw,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[0.007862331345677376, 0.0849631776412328, 0.11526574442783992, 0.06481192385156949, 0.06358671188354492, 0.10037350902954738, 0.04977480694651604, 0.08453603833913803, 0.06633154302835464, 0.030270885676145554, 0.05156291835010052, 0.06233906497557958, 0.06933050851027171, 0.07070108503103256, 0.0707274650533994, 0.0075622972411413985]","[141, 102, 104, 15, 97]",141
/data/dataset/coin/raw_videos/1/JMt3GnUaI0Y,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[0.01773918109635512, 0.0312485887358586, 0.04684218453864256, 0.1469788501660029, 0.15198645989100137, 0.027432598173618317, 0.040718102206786476, 0.02847929298877716, 0.07707392672697704, 0.03174838920434316, 0.06676511156062286, 0.0353147288163503, 0.0297184685866038, 0.028291669984658558, 0.21160916487375894, 0.028053295488158863]","[1, 11, 127, 42, 129]",1
