/data/dataset/coin/step_raw_videos/603/Hf91xoTzg5E_2,360,603
/data/dataset/coin/step_raw_videos/603/CT-1JfOaP2g_8,75,603
/data/dataset/coin/step_raw_videos/603/tPS4qwKs4Js_3,601,603
/data/dataset/coin/step_raw_videos/603/ozgQRSRy6uQ_2,270,603
/data/dataset/coin/step_raw_videos/603/ow7-g8nUPLs_4,700,603
/data/dataset/coin/step_raw_videos/603/A8doS3qA-AU_0,600,603
/data/dataset/coin/step_raw_videos/603/ZYVXkJMdcjc_0,1799,603
/data/dataset/coin/step_raw_videos/603/uh1K_M60T-M_0,630,603
/data/dataset/coin/step_raw_videos/603/JNmHH1LI7PA_4,240,603
/data/dataset/coin/step_raw_videos/603/-0X2mXPy3Mc_1,2189,603
/data/dataset/coin/step_raw_videos/603/nW46FnVJSuU_2,61,603
/data/dataset/coin/step_raw_videos/603/nW46FnVJSuU_3,481,603
/data/dataset/coin/step_raw_videos/603/CT-1JfOaP2g_4,200,603
/data/dataset/coin/step_raw_videos/603/JNmHH1LI7PA_2,407,603
/data/dataset/coin/step_raw_videos/603/tOL40qUErRg_1,1350,603
/data/dataset/coin/step_raw_videos/603/QQ9wlhj3zm4_0,100,603
/data/dataset/coin/step_raw_videos/603/MyqkLil7KQo_1,259,603
/data/dataset/coin/step_raw_videos/603/ow7-g8nUPLs_6,825,603
/data/dataset/coin/step_raw_videos/603/QQ9wlhj3zm4_3,301,603
/data/dataset/coin/step_raw_videos/603/IGcexN26W8g_2,126,603
/data/dataset/coin/step_raw_videos/603/nW46FnVJSuU_0,91,603
/data/dataset/coin/step_raw_videos/475/2KzYmWG9rXg_7,100,475
/data/dataset/coin/step_raw_videos/475/ef_6MGVKcBc_3,90,475
/data/dataset/coin/step_raw_videos/625/X7tdm_p8tMw_1,210,625
/data/dataset/coin/step_raw_videos/625/lsdHGVr2M1s_2,576,625
/data/dataset/coin/step_raw_videos/625/ueX793cPjx4_2,330,625
/data/dataset/coin/step_raw_videos/625/_kXkdFZwB4g_1,693,625
/data/dataset/coin/step_raw_videos/625/zTX2dXJekx0_1,569,625
/data/dataset/coin/step_raw_videos/625/wKCPiSnYqwA_1,690,625
/data/dataset/coin/step_raw_videos/625/lNwok1H6G8g_2,480,625
/data/dataset/coin/step_raw_videos/625/X7tdm_p8tMw_3,180,625
/data/dataset/coin/step_raw_videos/625/VNxagZPCeHY_0,325,625
/data/dataset/coin/step_raw_videos/625/orBAy6Aqc9k_0,240,625
/data/dataset/coin/step_raw_videos/625/XsoVSDpD_7o_0,689,625
/data/dataset/coin/step_raw_videos/625/OUdgMe8K_rc_1,600,625
/data/dataset/coin/step_raw_videos/625/NZoiGxOlSrg_0,361,625
/data/dataset/coin/step_raw_videos/625/Xp9V5Ygotc4_2,528,625
/data/dataset/coin/step_raw_videos/625/6MfNRvLQNls_1,1079,625
/data/dataset/coin/step_raw_videos/625/EFlYhMrnKHE_1,330,625
/data/dataset/coin/step_raw_videos/625/iP1lRtMTOB8_1,706,625
/data/dataset/coin/step_raw_videos/625/vtIeZDeOfoo_1,406,625
/data/dataset/coin/step_raw_videos/625/hH_4IW4xPeU_1,45,625
/data/dataset/coin/step_raw_videos/625/J5coAtYujdQ_2,335,625
/data/dataset/coin/step_raw_videos/625/wVuXLxwkvdo_0,270,625
/data/dataset/coin/step_raw_videos/625/n_8NE0j26F0_1,960,625
/data/dataset/coin/step_raw_videos/625/9O63JaEPrTA_1,192,625
/data/dataset/coin/step_raw_videos/625/v_pRjbM2sV8_0,510,625
/data/dataset/coin/step_raw_videos/625/pfAhHZQpenM_2,450,625
/data/dataset/coin/step_raw_videos/625/lS0mgPabVaw_2,1200,625
/data/dataset/coin/step_raw_videos/625/lS0mgPabVaw_0,225,625
/data/dataset/coin/step_raw_videos/625/AT52uHnbOZM_2,1150,625
/data/dataset/coin/step_raw_videos/625/rPTLcEBI5Fc_1,631,625
/data/dataset/coin/step_raw_videos/625/6ytlpzgVG8Q_0,211,625
/data/dataset/coin/step_raw_videos/625/rYLv6sWwCis_1,450,625
/data/dataset/coin/step_raw_videos/625/5KpR7i27Tlw_1,569,625
/data/dataset/coin/step_raw_videos/625/7yvL6Y7agCQ_1,475,625
/data/dataset/coin/step_raw_videos/625/v0QUFaPvuAA_3,839,625
/data/dataset/coin/step_raw_videos/625/hVUOVp23Qtg_1,569,625
/data/dataset/coin/step_raw_videos/625/Lsw_yFxQRY4_1,719,625
/data/dataset/coin/step_raw_videos/625/Ul8rKFYZW08_1,420,625
/data/dataset/coin/step_raw_videos/625/IH5XVmBFYh8_2,1259,625
/data/dataset/coin/step_raw_videos/625/Ao3q2qBOPtI_1,749,625
/data/dataset/coin/step_raw_videos/625/ibwBr3b0hus_2,1079,625
/data/dataset/coin/step_raw_videos/625/cmX33oKieN8_2,361,625
/data/dataset/coin/step_raw_videos/625/VQWNjVh3sCQ_1,660,625
/data/dataset/coin/step_raw_videos/625/3_qZHfuNaBA_0,420,625
/data/dataset/coin/step_raw_videos/625/0AgOINsF6qU_1,769,625
/data/dataset/coin/step_raw_videos/625/c8FXrF9UDIQ_2,300,625
/data/dataset/coin/step_raw_videos/625/E__kMjcp0XM_1,959,625
/data/dataset/coin/step_raw_videos/625/0DVdkVPUQr4_2,650,625
/data/dataset/coin/step_raw_videos/625/CcwpI3Zg7H0_1,1080,625
/data/dataset/coin/step_raw_videos/625/57ryD89Ez9c_2,2550,625
/data/dataset/coin/step_raw_videos/625/3cb1NrXXKRQ_2,270,625
/data/dataset/coin/step_raw_videos/625/2lRmo0D9m7w_1,1125,625
/data/dataset/coin/step_raw_videos/625/mNhyufrdeE8_1,599,625
/data/dataset/coin/step_raw_videos/625/uuHbR9QQ1LQ_0,90,625
/data/dataset/coin/step_raw_videos/625/8TYdmok3D1k_1,1751,625
/data/dataset/coin/step_raw_videos/625/ZPck6tDEQbk_1,450,625
